t,success,mid,pmt,pg,sub_type,hr,bank
1,1,medlife_prod,CARD,TPSL,,2020-02-13 03,Syndicate Bank
1,1,urbanclap,CARD,PAYTM,,2020-02-13 01,Syndicate Bank
1,1,urbanclap,CARD,PAYTM,,2020-02-13 09,Syndicate Bank
2,2,pharmeasytech,CARD,PAYU,,2020-02-13 02,Syndicate Bank
7,3,zivame,CARD,HDFC,,2020-02-13 19,Syndicate Bank
3,3,fanfight,CARD,GOCASHFREE,,2020-02-12 06,Syndicate Bank
3,2,pharmeasytech,CARD,PAYU,,2020-02-12 11,Syndicate Bank
1,0,purplle.com,CARD,PAYTM,,2020-02-12 11,Syndicate Bank
1,1,countrydelight,CARD,PAYU,,2020-02-12 04,Syndicate Bank
2,1,urbanclap,CARD,PAYTM,,2020-02-12 11,Syndicate Bank
2,1,zivame,CARD,HDFC,,2020-02-12 08,Syndicate Bank
3,3,drivezy,CARD,GOCASHFREE,,2020-02-12 13,Syndicate Bank
1,0,urbanclap,CARD,PAYTM,,2020-02-12 13,Syndicate Bank
3,2,urbanclap,CARD,PAYTM,,2020-02-12 14,Syndicate Bank
2,2,medlife_prod,CARD,TPSL,,2020-02-14 05,Syndicate Bank
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 12,Syndicate Bank
1,1,zivame,CARD,PAYU,,2020-02-14 14,Syndicate Bank
1,1,countrydelight,CARD,PAYU,,2020-02-13 12,Syndicate Bank
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 15,Syndicate Bank
2,1,drivezy,CARD,GOCASHFREE,,2020-02-13 01,Syndicate Bank
2,2,pharmeasytech,CARD,PAYU,,2020-02-13 04,Syndicate Bank
1,1,countrydelight,CARD,PAYU,,2020-02-13 15,Syndicate Bank
3,1,purplle.com,CARD,PAYTM,,2020-02-13 15,Syndicate Bank
5,3,fanfight,CARD,GOCASHFREE,,2020-02-12 10,Syndicate Bank
1,1,purplle.com,CARD,PAYTM,,2020-02-12 17,Syndicate Bank
3,1,countrydelight,CARD,PAYU,,2020-02-12 16,Syndicate Bank
1,1,purplle.com,CARD,PAYTM,,2020-02-12 07,Syndicate Bank
1,0,zivame,CARD,PAYU,,2020-02-13 07,Syndicate Bank
3,2,fanfight,CARD,RAZORPAY,,2020-02-13 13,Syndicate Bank
2,1,purplle.com,CARD,PAYTM,,2020-02-13 14,Syndicate Bank
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 00,Syndicate Bank
1,1,zivame,CARD,PAYU,,2020-02-12 19,Syndicate Bank
2,1,zivame,CARD,HDFC,,2020-02-12 15,Syndicate Bank
1,0,pharmeasytech,CARD,PAYU,,2020-02-12 08,Syndicate Bank
2,2,fanfight,CARD,GOCASHFREE,,2020-02-12 01,Syndicate Bank
3,2,medlife_prod,CARD,TPSL,,2020-02-13 10,Syndicate Bank
1,1,zivame,CARD,RAZORPAY,,2020-02-13 14,Syndicate Bank
5,4,medlife_prod,CARD,TPSL,,2020-02-12 09,Syndicate Bank
1,0,drivezy,CARD,GOCASHFREE,,2020-02-14 15,Syndicate Bank
1,1,purplle.com,CARD,PAYTM,,2020-02-12 03,Syndicate Bank
1,1,urbanclap,CARD,PAYTM,,2020-02-13 13,Syndicate Bank
1,1,fanfight,CARD,GOCASHFREE,,2020-02-13 14,Syndicate Bank
1,1,zivame,CARD,PAYU,,2020-02-13 16,Syndicate Bank
1,1,urbanclap,CARD,PAYTM,,2020-02-14 04,Syndicate Bank
1,1,purplle.com,CARD,PAYTM,,2020-02-13 09,Syndicate Bank
1,1,medlife_prod,CARD,TPSL,,2020-02-13 14,Syndicate Bank
1,1,zivame,CARD,PAYU,,2020-02-13 05,Syndicate Bank
1,1,medlife_prod,CARD,TPSL,,2020-02-13 13,Syndicate Bank
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 12,Syndicate Bank
1,1,zivame,CARD,FSS_ATM_PIN_V2,,2020-02-14 08,Syndicate Bank
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 15,Syndicate Bank
1,0,purplle.com,CARD,PAYTM,,2020-02-12 18,Syndicate Bank
2,1,fanfight,CARD,GOCASHFREE,,2020-02-14 10,Bank of America
1,1,medlife_prod,CARD,TPSL,,2020-02-14 10,Bank of America
1,1,zivame,CARD,PAYU,,2020-02-14 12,Bank of America
1,1,countrydelight,CARD,PAYU,,2020-02-12 09,Bank of America
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 09,Bank of America
1,0,countrydelight,CARD,PAYU,,2020-02-14 17,Bank of America
1,1,drivezy,CARD,GOCASHFREE,,2020-02-14 08,Bank of America
3,0,fanfight,CARD,GOCASHFREE,,2020-02-12 10,Bank of America
1,1,medlife_prod,CARD,TPSL,,2020-02-12 07,Bank of America
2,1,fanfight,CARD,GOCASHFREE,,2020-02-12 11,Bank of America
2,1,zivame,CARD,PAYU,,2020-02-14 11,Bank of America
1,0,fanfight,CARD,ZAAKPAY,,2020-02-14 21,Bank of America
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 06,Bank of America
5,3,pharmeasytech,CARD,PAYU,,2020-02-13 04,Bank of America
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 12,Bank of America
1,1,countrydelight,CARD,PAYU,,2020-02-12 04,Bank of America
2,2,fanfight,CARD,GOCASHFREE,,2020-02-12 02,Bank of America
1,1,medlife_prod,CARD,TPSL,,2020-02-12 11,Bank of America
2,2,urbanclap,CARD,PAYTM,,2020-02-12 12,Bank of America
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 13,Bank of America
1,0,zivame,CARD,PAYU,,2020-02-12 15,Bank of America
1,1,urbanclap,CARD,PAYTM,,2020-02-12 11,Bank of America
2,1,drivezy,CARD,GOCASHFREE,,2020-02-12 05,Bank of America
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 02,Bank of America
3,3,medlife_prod,CARD,TPSL,,2020-02-12 04,Bank of America
2,1,pharmeasytech,CARD,PAYU,,2020-02-13 10,Bank of America
3,0,urbanclap,CARD,PAYTM,,2020-02-13 07,Bank of America
2,2,urbanclap,CARD,PAYTM,,2020-02-13 04,Bank of America
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 08,Bank of America
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 15,Bank of America
1,1,medlife_prod,CARD,TPSL,,2020-02-14 09,Bank of America
2,2,urbanclap,CARD,PAYTM,,2020-02-12 05,Bank of America
1,1,urbanclap,CARD,PAYTM,,2020-02-12 08,Bank of America
1,1,medlife_prod,CARD,TPSL,,2020-02-13 13,Bank of America
1,1,fanfight,CARD,GOCASHFREE,,2020-02-14 13,Bank of America
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 02,Bank of America
1,0,pharmeasytech,CARD,PAYU,,2020-02-13 18,Bank of America
1,0,medlife_prod,CARD,TPSL,,2020-02-12 03,Bank of America
1,1,countrydelight,CARD,PAYU,,2020-02-12 06,Bank of America
1,0,pharmeasytech,CARD,PAYU,,2020-02-12 14,Bank of America
1,1,medlife_prod,CARD,TPSL,,2020-02-13 03,Bank of America
1,1,urbanclap,CARD,PAYTM,,2020-02-13 15,Bank of America
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 12,Bank of America
3,1,pharmeasytech,CARD,PAYU,,2020-02-14 03,Bank of America
2,1,purplle.com,CARD,PAYTM,,2020-02-12 10,Bank of America
1,1,medlife_prod,CARD,TPSL,,2020-02-14 03,Bank of America
1,1,zivame,CARD,PAYU,,2020-02-14 14,Bank of America
2,2,medlife_prod,CARD,TPSL,,2020-02-14 01,Bank of America
1,1,fanfight,CARD,GOCASHFREE,,2020-02-14 14,Bank of America
2,0,pharmeasytech,CARD,PAYU,,2020-02-12 09,Bank of America
1,1,medlife_prod,CARD,TPSL,,2020-02-12 13,Bank of America
3,1,drivezy,CARD,GOCASHFREE,,2020-02-14 07,Bank of America
1,1,purplle.com,CARD,PAYTM,,2020-02-14 04,Bank of America
2,0,zivame,CARD,PAYU,,2020-02-13 09,Bank of America
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 14,Bank of America
2,2,pharmeasytech,CARD,PAYU,,2020-02-12 07,Bank of America
3,3,fanfight,CARD,GOCASHFREE,,2020-02-12 15,Bank of America
2,2,drivezy,CARD,GOCASHFREE,,2020-02-12 04,Bank of America
1,1,zivame,CARD,PAYU,,2020-02-13 07,Bank of America
1,1,purplle.com,CARD,PAYTM,,2020-02-13 14,Bank of America
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 07,Bank of America
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 06,Bank of America
2,2,zivame,CARD,PAYU,,2020-02-13 10,Bank of America
1,1,medlife_prod,CARD,TPSL,,2020-02-13 08,Bank of America
2,1,pharmeasytech,CARD,PAYU,,2020-02-13 12,Bank of America
2,2,drivezy,CARD,GOCASHFREE,,2020-02-13 13,Bank of America
2,0,pharmeasytech,CARD,PAYU,,2020-02-13 09,Bank of America
1,1,urbanclap,CARD,PAYTM,,2020-02-13 12,Bank of America
2,2,countrydelight,CARD,PAYU,,2020-02-13 17,Bank of America
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 06,Bank of America
1,1,urbanclap,CARD,PAYTM,,2020-02-12 13,Bank of America
1,1,fanfight,CARD,GOCASHFREE,,2020-02-14 01,Bank of America
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 04,Bank of America
2,2,purplle.com,CARD,PAYTM,,2020-02-14 09,Bank of America
1,0,zivame,CARD,PAYU,,2020-02-14 01,Bank of America
2,2,zivame,CARD,PAYU,,2020-02-14 05,Bank of America
2,2,zivame,CARD,PAYU,,2020-02-14 09,Bank of America
2,1,urbanclap,CARD,PAYTM,,2020-02-14 05,Bank of America
1,1,fanfight,CARD,GOCASHFREE,,2020-02-14 05,Bank of America
1,1,medlife_prod,CARD,TPSL,,2020-02-14 08,Bank of America
1,1,countrydelight,CARD,PAYU,,2020-02-12 05,Bank of America
1,1,purplle.com,CARD,PAYTM,,2020-02-12 07,Bank of America
4,1,pharmeasytech,CARD,PAYU,,2020-02-12 05,Bank of America
4,1,pharmeasytech,CARD,PAYU,,2020-02-12 13,Bank of America
1,0,zivame,CARD,PAYU,,2020-02-12 14,Bank of America
2,0,pharmeasytech,CARD,PAYU,,2020-02-12 15,Bank of America
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 14,Bank of America
5,3,fanfight,CARD,GOCASHFREE,,2020-02-14 12,Bank of America
4,3,fanfight,CARD,GOCASHFREE,,2020-02-14 07,Bank of America
1,1,drivezy,CARD,GOCASHFREE,,2020-02-14 03,Bank of America
1,1,purplle.com,CARD,PAYTM,,2020-02-14 13,Bank of America
1,1,urbanclap,CARD,PAYTM,,2020-02-14 18,Bank of America
4,1,drivezy,CARD,GOCASHFREE,,2020-02-13 05,Bank of America
2,2,zivame,CARD,PAYU,,2020-02-13 20,Bank of America
1,0,pharmeasytech,CARD,PAYU,,2020-02-14 07,Bank of America
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 12,Bank of America
1,0,pharmeasytech,CARD,PAYU,,2020-02-12 10,Bank of America
3,1,pharmeasytech,CARD,PAYU,,2020-02-12 16,Bank of America
1,0,pharmeasytech,CARD,PAYU,,2020-02-14 05,Bank of America
1,1,fanfight,CARD,GOCASHFREE,,2020-02-13 09,Bank of America
2,2,medlife_prod,CARD,TPSL,,2020-02-13 05,Bank of America
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 01,Bank of America
3,1,drivezy,CARD,GOCASHFREE,,2020-02-12 10,Bank of America
2,0,pharmeasytech,CARD,PAYU,,2020-02-12 11,Bank of America
2,2,fanfight,CARD,GOCASHFREE,,2020-02-12 14,Bank of America
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 15,Bank of America
2,1,pharmeasytech,CARD,PAYU,,2020-02-12 04,Bank of America
1,1,medlife_prod,CARD,TPSL,,2020-02-13 06,Bank of America
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 09,Bank of America
1,1,urbanclap,CARD,PAYTM,,2020-02-13 14,Bank of America
1,1,countrydelight,CARD,PAYU,,2020-02-14 11,Bank of America
2,2,countrydelight,CARD,PAYU,,2020-02-14 07,Bank of America
1,1,medlife_prod,CARD,TPSL,,2020-02-14 13,Bank of America
2,0,medlife_prod,CARD,TPSL,,2020-02-12 08,Bank of America
2,0,fanfight,CARD,ZAAKPAY,,2020-02-12 15,Bank of America
1,1,medlife_prod,CARD,TPSL,,2020-02-14 11,Bank of America
1,1,countrydelight,CARD,PAYU,,2020-02-14 16,Bank of America
1,1,countrydelight,CARD,PAYU,,2020-02-14 06,Bank of America
1,1,medlife_prod,CARD,TPSL,,2020-02-14 06,Bank of America
2,0,drivezy,CARD,GOCASHFREE,,2020-02-14 06,Bank of America
2,2,urbanclap,CARD,PAYTM,,2020-02-13 08,Bank of America
1,0,pharmeasytech,CARD,PAYU,,2020-02-13 03,Bank of America
1,0,drivezy,CARD,GOCASHFREE,,2020-02-13 03,Bank of America
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 11,Bank of America
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 13,Bank of America
1,1,zivame,CARD,PAYU,,2020-02-13 21,Bank of America
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 05,Bank of America
1,1,urbanclap,CARD,PAYTM,,2020-02-12 02,Bank of America
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 03,Bank of America
1,1,countrydelight,CARD,PAYU,,2020-02-14 08,Bank of America
1,1,medlife_prod,CARD,TPSL,,2020-02-14 02,Corporation Bank
2,2,urbanclap,CARD,PAYTM,,2020-02-14 07,Corporation Bank
1,1,countrydelight,CARD,PAYU,,2020-02-14 14,Corporation Bank
3,1,urbanclap,CARD,PAYTM,,2020-02-12 10,Corporation Bank
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 09,Corporation Bank
1,0,zivame,CARD,HDFC,,2020-02-12 07,Corporation Bank
1,0,medlife_prod,CARD,TPSL,,2020-02-12 05,Corporation Bank
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 08,Corporation Bank
2,2,fanfight,CARD,GOCASHFREE,,2020-02-12 02,Corporation Bank
2,2,urbanclap,CARD,PAYTM,,2020-02-12 08,Corporation Bank
1,1,urbanclap,CARD,PAYTM,,2020-02-12 22,Corporation Bank
1,0,zivame,CARD,PAYU,,2020-02-12 14,Corporation Bank
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 14,Corporation Bank
3,2,fanfight,CARD,GOCASHFREE,,2020-02-14 11,Corporation Bank
1,0,countrydelight,CARD,PAYU,,2020-02-14 05,Corporation Bank
2,2,drivezy,CARD,GOCASHFREE,,2020-02-14 11,Corporation Bank
1,1,fanfight,CARD,GOCASHFREE,,2020-02-14 02,Corporation Bank
2,0,medlife_prod,CARD,TPSL,,2020-02-14 13,Corporation Bank
3,1,pharmeasytech,CARD,PAYU,,2020-02-14 07,Corporation Bank
1,1,zivame,CARD,HDFC,,2020-02-14 11,Corporation Bank
3,1,drivezy,CARD,GOCASHFREE,,2020-02-14 03,Corporation Bank
1,0,urbanclap,CARD,PAYTM,,2020-02-14 12,Corporation Bank
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 02,Corporation Bank
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 12,Corporation Bank
2,1,medlife_prod,CARD,TPSL,,2020-02-13 13,Corporation Bank
2,1,drivezy,CARD,GOCASHFREE,,2020-02-12 12,Corporation Bank
2,2,medlife_prod,CARD,TPSL,,2020-02-12 08,Corporation Bank
1,1,medlife_prod,CARD,TPSL,,2020-02-12 07,Corporation Bank
1,1,urbanclap,CARD,PAYTM,,2020-02-12 02,Corporation Bank
1,1,zivame,CARD,HDFC,,2020-02-12 06,Corporation Bank
1,0,purplle.com,CARD,PAYTM,,2020-02-14 14,Corporation Bank
3,3,pharmeasytech,CARD,PAYU,,2020-02-13 07,Corporation Bank
2,1,medlife_prod,CARD,TPSL,,2020-02-13 06,Corporation Bank
2,2,drivezy,CARD,GOCASHFREE,,2020-02-13 05,Corporation Bank
2,1,medlife_prod,CARD,TPSL,,2020-02-13 03,Corporation Bank
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 15,Corporation Bank
1,1,zivame,CARD,PAYU,,2020-02-13 14,Corporation Bank
2,2,urbanclap,CARD,PAYTM,,2020-02-12 04,Corporation Bank
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 10,Corporation Bank
1,1,urbanclap,CARD,PAYTM,,2020-02-12 09,Corporation Bank
2,2,countrydelight,CARD,PAYU,,2020-02-12 14,Corporation Bank
1,1,countrydelight,CARD,PAYU,,2020-02-13 15,Corporation Bank
2,1,drivezy,CARD,GOCASHFREE,,2020-02-13 15,Corporation Bank
1,1,fanfight,CARD,GOCASHFREE,,2020-02-13 17,Corporation Bank
1,1,purplle.com,CARD,PAYTM,,2020-02-13 18,Corporation Bank
1,1,countrydelight,CARD,PAYU,,2020-02-12 07,Corporation Bank
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 15,Corporation Bank
1,0,zivame,CARD,HDFC,,2020-02-13 12,Corporation Bank
1,1,urbanclap,CARD,PAYTM,,2020-02-13 09,Corporation Bank
1,1,purplle.com,CARD,PAYTM,,2020-02-13 12,Corporation Bank
3,2,pharmeasytech,CARD,PAYU,,2020-02-13 11,Corporation Bank
2,2,fanfight,CARD,RAZORPAY,,2020-02-13 08,Corporation Bank
1,0,countrydelight,CARD,PAYU,,2020-02-13 02,Corporation Bank
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 00,Corporation Bank
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 02,Corporation Bank
1,0,medlife_prod,CARD,TPSL,,2020-02-14 03,Corporation Bank
1,1,purplle.com,CARD,PAYTM,,2020-02-14 07,Corporation Bank
1,0,fanfight,CARD,GOCASHFREE,,2020-02-14 15,Corporation Bank
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 04,Corporation Bank
1,1,zivame,CARD,PAYU,,2020-02-12 03,Corporation Bank
1,1,medlife_prod,CARD,TPSL,,2020-02-13 08,Corporation Bank
1,1,fanfight,CARD,GOCASHFREE,,2020-02-13 05,Corporation Bank
1,0,fanfight,CARD,GOCASHFREE,,2020-02-13 15,Corporation Bank
1,1,zivame,CARD,PAYU,,2020-02-14 12,Corporation Bank
1,1,medlife_prod,CARD,TPSL,,2020-02-14 01,Corporation Bank
1,1,medlife_prod,CARD,TPSL,,2020-02-14 06,Corporation Bank
1,1,purplle.com,CARD,PAYTM,,2020-02-13 23,Corporation Bank
1,1,purplle.com,CARD,PAYTM,,2020-02-13 01,Corporation Bank
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 02,Corporation Bank
1,0,pharmeasytech,CARD,PAYU,,2020-02-13 12,Corporation Bank
2,2,drivezy,CARD,GOCASHFREE,,2020-02-13 16,Corporation Bank
1,0,zivame,CARD,HDFC,,2020-02-13 05,Corporation Bank
1,1,zivame,CARD,PAYU,,2020-02-12 10,Corporation Bank
1,1,zivame,CARD,PAYU,,2020-02-14 11,Corporation Bank
1,1,medlife_prod,CARD,TPSL,,2020-02-14 16,Corporation Bank
1,1,drivezy,CARD,GOCASHFREE,,2020-02-14 23,Corporation Bank
1,1,medlife_prod,CARD,TPSL,,2020-02-14 15,Corporation Bank
1,0,urbanclap,CARD,PAYTM,,2020-02-12 12,Corporation Bank
7,0,pharmeasytech,CARD,PAYU,,2020-02-14 06,Corporation Bank
3,2,zivame,CARD,PAYU,,2020-02-14 15,Corporation Bank
4,3,drivezy,CARD,GOCASHFREE,,2020-02-14 10,Corporation Bank
1,1,urbanclap,CARD,PAYTM,,2020-02-14 10,Corporation Bank
2,2,medlife_prod,CARD,TPSL,,2020-02-12 04,Corporation Bank
1,1,zivame,CARD,PAYU,,2020-02-12 11,Corporation Bank
3,3,fanfight,CARD,GOCASHFREE,,2020-02-12 11,Corporation Bank
3,2,medlife_prod,CARD,TPSL,,2020-02-12 09,Corporation Bank
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 06,Corporation Bank
3,1,purplle.com,CARD,PAYTM,,2020-02-14 09,Corporation Bank
2,1,pharmeasytech,CARD,PAYU,,2020-02-14 05,Corporation Bank
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 10,Corporation Bank
3,0,zivame,CARD,HDFC,,2020-02-14 07,Corporation Bank
2,2,medlife_prod,CARD,TPSL,,2020-02-14 11,Corporation Bank
2,0,zivame,CARD,PAYU,,2020-02-14 16,Corporation Bank
2,1,medlife_prod,CARD,TPSL,,2020-02-13 02,Corporation Bank
2,1,purplle.com,CARD,PAYTM,,2020-02-13 16,Corporation Bank
1,1,medlife_prod,CARD,TPSL,,2020-02-13 16,Corporation Bank
8,2,fanfight,CARD,GOCASHFREE,,2020-02-12 08,Corporation Bank
5,3,pharmeasytech,CARD,PAYU,,2020-02-12 06,Corporation Bank
1,1,medlife_prod,CARD,TPSL,,2020-02-12 10,Corporation Bank
1,1,purplle.com,CARD,PAYTM,,2020-02-12 20,Corporation Bank
1,1,countrydelight,CARD,PAYU,,2020-02-12 20,Corporation Bank
2,2,zivame,CARD,PAYU,,2020-02-12 18,Corporation Bank
2,2,medlife_prod,CARD,TPSL,,2020-02-14 09,Corporation Bank
1,0,zivame,CARD,PAYU,,2020-02-14 09,Corporation Bank
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 08,Corporation Bank
2,2,pharmeasytech,CARD,PAYU,,2020-02-14 16,Corporation Bank
1,1,medlife_prod,CARD,TPSL,,2020-02-13 05,Corporation Bank
1,1,urbanclap,CARD,PAYTM,,2020-02-12 06,Corporation Bank
1,1,fanfight,CARD,GOCASHFREE,,2020-02-13 07,Corporation Bank
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 10,Corporation Bank
2,2,drivezy,CARD,GOCASHFREE,,2020-02-13 06,Corporation Bank
1,0,zivame,CARD,PAYU,,2020-02-13 09,Corporation Bank
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 03,Corporation Bank
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 16,Corporation Bank
2,2,medlife_prod,CARD,TPSL,,2020-02-13 07,Corporation Bank
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 02,Corporation Bank
1,1,urbanclap,CARD,PAYTM,,2020-02-13 07,Corporation Bank
1,0,countrydelight,CARD,PAYU,,2020-02-13 06,Corporation Bank
2,1,fanfight,CARD,GOCASHFREE,,2020-02-12 03,Corporation Bank
2,2,pharmeasytech,CARD,PAYU,,2020-02-14 12,Corporation Bank
1,0,zivame,CARD,HDFC,,2020-02-14 05,Corporation Bank
2,2,drivezy,CARD,GOCASHFREE,,2020-02-14 14,Corporation Bank
2,2,purplle.com,CARD,PAYTM,,2020-02-14 06,Corporation Bank
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 10,Corporation Bank
1,0,pharmeasytech,CARD,PAYU,,2020-02-13 14,Corporation Bank
2,0,drivezy,CARD,GOCASHFREE,,2020-02-14 04,Corporation Bank
2,2,urbanclap,CARD,PAYTM,,2020-02-14 06,Corporation Bank
2,2,fanfight,CARD,GOCASHFREE,,2020-02-13 11,Corporation Bank
1,0,fanfight,CARD,GOCASHFREE,,2020-02-13 14,Corporation Bank
1,1,zivame,CARD,PAYU,,2020-02-13 07,Corporation Bank
1,1,purplle.com,CARD,PAYTM,,2020-02-12 06,Corporation Bank
1,0,zivame,CARD,PAYU,,2020-02-13 15,Corporation Bank
1,1,countrydelight,CARD,PAYU,,2020-02-13 07,Corporation Bank
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 11,Corporation Bank
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 14,Corporation Bank
1,0,medlife_prod,CARD,TPSL,,2020-02-12 19,Corporation Bank
1,0,drivezy,CARD,GOCASHFREE,,2020-02-14 05,Corporation Bank
6,0,medlife_prod,CARD,TPSL,,2020-02-14 04,Corporation Bank
1,0,countrydelight,CARD,PAYU,,2020-02-14 04,Corporation Bank
2,0,zivame,CARD,HDFC,,2020-02-14 04,Corporation Bank
1,1,drivezy,CARD,GOCASHFREE,,2020-02-14 08,Corporation Bank
1,1,countrydelight,CARD,PAYU,,2020-02-14 12,Corporation Bank
3,1,fanfight,CARD,GOCASHFREE,,2020-02-14 14,Corporation Bank
8,3,pharmeasytech,CARD,PAYU,,2020-02-12 09,Corporation Bank
1,1,countrydelight,CARD,PAYU,,2020-02-12 16,Corporation Bank
1,0,zivame,CARD,PAYU,,2020-02-12 13,Corporation Bank
3,3,drivezy,CARD,GOCASHFREE,,2020-02-12 13,Corporation Bank
1,1,purplle.com,CARD,PAYTM,,2020-02-12 16,Corporation Bank
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 17,Corporation Bank
2,2,medlife_prod,CARD,TPSL,,2020-02-14 14,Corporation Bank
3,1,zivame,CARD,PAYU,,2020-02-14 07,Corporation Bank
1,1,fanfight,CARD,GOCASHFREE,,2020-02-14 13,Corporation Bank
1,1,drivezy,CARD,GOCASHFREE,,2020-02-14 19,Corporation Bank
1,1,fanfight,CARD,GOCASHFREE,,2020-02-14 07,Corporation Bank
2,0,urbanclap,CARD,PAYTM,,2020-02-14 04,Corporation Bank
5,0,fanfight,CARD,GOCASHFREE,,2020-02-14 12,Corporation Bank
1,1,drivezy,CARD,GOCASHFREE,,2020-02-14 15,Corporation Bank
2,1,drivezy,CARD,GOCASHFREE,,2020-02-13 01,Corporation Bank
1,1,medlife_prod,CARD,TPSL,,2020-02-14 08,Corporation Bank
3,3,medlife_prod,CARD,TPSL,,2020-02-12 11,Corporation Bank
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 07,Corporation Bank
3,2,medlife_prod,CARD,TPSL,,2020-02-12 06,Corporation Bank
3,3,urbanclap,CARD,PAYTM,,2020-02-12 14,Corporation Bank
2,1,countrydelight,CARD,PAYU,,2020-02-14 06,Corporation Bank
1,1,countrydelight,CARD,PAYU,,2020-02-13 12,Corporation Bank
6,2,fanfight,CARD,GOCASHFREE,,2020-02-13 21,Corporation Bank
1,1,countrydelight,CARD,PAYU,,2020-02-12 12,Corporation Bank
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 13,Corporation Bank
2,1,fanfight,CARD,GOCASHFREE,,2020-02-13 13,Corporation Bank
3,2,drivezy,CARD,GOCASHFREE,,2020-02-13 04,Corporation Bank
1,0,medlife_prod,CARD,TPSL,,2020-02-12 02,Corporation Bank
1,1,urbanclap,CARD,PAYTM,,2020-02-12 17,Corporation Bank
4,3,drivezy,CARD,GOCASHFREE,,2020-02-13 14,Corporation Bank
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 00,Corporation Bank
2,2,pharmeasytech,CARD,PAYU,,2020-02-12 05,Corporation Bank
3,1,fanfight,CARD,GOCASHFREE,,2020-02-12 14,Corporation Bank
2,0,urbanclap,CARD,PAYTM,,2020-02-14 05,Corporation Bank
1,1,drivezy,CARD,GOCASHFREE,,2020-02-14 12,Corporation Bank
1,0,urbanclap,CARD,PAYTM,,2020-02-14 03,Corporation Bank
1,1,medlife_prod,CARD,TPSL,,2020-02-14 10,Corporation Bank
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 11,Corporation Bank
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 08,Corporation Bank
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 05,Corporation Bank
1,1,purplle.com,CARD,PAYU,,2020-02-13 09,Corporation Bank
2,1,drivezy,CARD,GOCASHFREE,,2020-02-13 13,Corporation Bank
2,2,drivezy,CARD,GOCASHFREE,,2020-02-13 09,Corporation Bank
1,1,countrydelight,CARD,PAYU,,2020-02-13 14,Corporation Bank
1,1,fanfight,CARD,RAZORPAY,,2020-02-14 14,Corporation Bank
